image_path,dataset_source,split,folder_label,super_label,is_skin,image_quality,brightness_mean,contrast_std,width,height,needs_review,label_source,label_status,human_verified
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-pigmented-73.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,68.65,14.20,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-pigmented-74.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,157.79,21.43,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-pigmented-75.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,153.57,18.27,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-pigmented-9.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,131.14,21.14,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-scalp-10.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,109.71,15.26,472,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-scalp-12.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,123.46,16.70,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-scalp-13.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,112.08,18.87,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-scalp-7.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,126.38,21.49,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-scalp-9.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,117.34,12.82,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-12.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,131.88,24.40,720,489,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-13.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,131.88,24.40,720,489,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-14.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,129.41,20.22,720,600,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-15.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,113.98,19.24,720,481,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-18.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,119.16,23.07,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-20.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,134.05,24.90,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-22.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,129.93,11.57,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-23.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,139.95,21.61,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-24.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,104.97,23.71,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-27.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,120.44,19.63,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-28.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,103.61,12.21,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-30.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,127.89,23.13,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-35.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,172.42,25.38,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-36.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,115.10,24.18,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-38.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,122.70,24.34,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-42.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,128.43,11.64,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-43.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,143.05,12.88,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-46.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,126.09,11.98,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-49.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,116.99,13.51,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-52.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,129.12,10.43,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-53.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,118.79,12.99,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-54.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,129.46,13.33,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-55.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,158.09,17.65,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-56.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,135.15,20.37,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-57.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,125.64,18.86,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-58.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,101.97,15.80,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-6.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,115.07,17.17,720,482,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-7.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,191.88,19.77,484,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-9.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,155.23,15.96,720,471,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-vulva-1.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,111.88,19.91,720,473,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-nevus-syndrome-20.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,123.99,15.72,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-nevus-syndrome-22.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,123.17,16.96,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-nevus-syndrome-24.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,160.85,21.61,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-nevus-syndrome-3.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,134.80,25.23,720,497,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-13.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,132.13,24.52,469,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-31.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,50.16,36.65,720,493,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-38.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,156.37,25.26,720,486,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-39.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,159.79,22.27,720,482,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-43.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,30.06,27.25,720,491,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-44.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,44.83,34.15,474,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-49.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,29.97,15.39,720,464,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-50.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,146.92,14.00,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-53.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,117.32,16.64,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-57.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,94.43,10.48,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-58.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,116.08,13.97,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-59.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,118.18,15.05,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-63.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,132.96,20.28,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-66.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,140.91,20.00,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-68.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,129.08,17.68,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-69.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,146.58,21.30,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-71.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,154.64,18.44,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-73.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,136.80,16.72,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-74.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,122.34,10.60,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-75.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,112.53,13.61,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-8.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,135.68,23.10,484,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-80.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,76.00,22.51,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-81.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,136.77,23.86,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-85.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,135.67,21.23,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-89.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,119.57,21.40,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-9.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,150.23,23.96,484,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-106.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,130.37,14.61,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-107.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,108.94,24.10,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-109.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,117.60,22.01,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-116.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,50.93,27.57,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-26.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,51.25,55.40,720,671,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-45.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,35.91,66.44,451,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-77.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,87.75,22.11,484,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-83.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,52.60,54.03,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-85.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,114.44,22.31,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-86.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,102.95,14.33,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-88.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,112.70,18.01,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-89.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,106.33,20.06,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-14.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,70.92,11.01,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-15.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,59.36,23.11,480,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-16.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,56.83,23.09,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-18.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,137.77,23.12,472,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-22.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,54.68,33.18,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-24.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,163.01,23.03,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-25.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,178.43,24.68,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-28.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,poor,108.25,16.96,720,472,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-29.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,151.35,25.37,494,720,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-30.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,150.91,21.42,720,487,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/cutaneous-horn-8.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,160.75,18.38,720,505,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/epidermodysplasia-verruciformis-2.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,136.97,21.92,720,480,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/erythroplasia-queyrat-1.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,43.57,18.30,720,474,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/erythroplasia-queyrat-3.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,35.05,31.88,720,521,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/erythroplasia-queyrat-4.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,54.03,46.17,720,497,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/erythroplasia-queyrat-5.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,46.30,31.63,720,489,no,folder_inference,auto_complete,no
archive (1)/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/erythroplasia-queyrat-6.jpg,archive (1),train,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,malignant_or_precancerous,yes,fair,91.07,24.14,720,472,no,folder_inference,auto_complete,no
